RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID6170,FLLT1HR,"FL <1 Hr","FL Less Than 1 Hour",RADIO-FLUOROSCOPY,RADIOLOGY ORDERABLE, , , , , , , , , ,LESS THAN 1 HOUR, , , , , , , , , , , , , , , ,RID45709|RID13060|0|0|0|0|0|0|0|0|0|RID39338|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6172,NMHRBPEFWMMU,"NM Heart MUGA Multi","NM Heart Blood Pool Ejection Fraction Wall Motion (MUGA) Multiple",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,MULTIPLE, , , ,HEART, , ,EJECTION FRACTION,WALL MOTION, ,GATED, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID5765|0|0|0|RID1385|0|0|RID45645|RID45640|0|RID10961|0|0|0|0|0|0|
RPID6173,NMHRBPEFWM,"NM Heart MUGA","NM Heart Blood Pool Ejection Fraction Wall Motion (MUGA)",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,SINGLE, , , ,HEART, , ,EJECTION FRACTION,WALL MOTION, ,GATED, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID5762|0|0|0|RID1385|0|0|RID45645|RID45640|0|RID10961|0|0|0|0|0|0|
RPID6174,NMHRBPEF,"NM Heart Pool EF 1st Pass","NM Heart Blood Pool Ejection Fraction First Pass",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,FIRST PASS, , , ,HEART, , ,EJECTION FRACTION, , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID45658|0|0|0|RID1385|0|0|RID45645|0|0|0|0|0|0|0|0|0|
RPID6175,NMHDCI,"NM Brain Cisterns","NM Brain Cisterns",NM,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,CISTERNOGRAPHY, , , , ,BRAIN, , , , , , , , , , , , , ,RID10330|RID13060|0|RID9080|RID7488|0|0|0|RID35768|0|0|0|0|RID6434|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6176,NMINL,"NM Inflam Ltd","NM Inflammation Limited",NM,RADIOLOGY ORDERABLE, , , , , , ,LIMITED, , , , , , , ,INFLAMMATION, , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID3382|0|0|0|0|0|0|0|0|0|
RPID6177,NMINSP,"NM Inflam SPECT","NM Inflammation SPECT",NM,RADIOLOGY ORDERABLE, , , , , , ,LIMITED, , , , , , , ,INFLAMMATION, , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID3382|0|0|RID10334|0|0|0|0|0|0|
RPID6178,NMBML,"NM Marrow Ltd","NM Bone Marrow Limited",NM,RADIOLOGY ORDERABLE, ,BONE, , , , ,LIMITED, , , , ,BONE MARROW, , , , , , , , , , , , , ,RID10330|RID13060|0|RID13197|0|0|0|0|RID5684|0|0|0|0|RID38594|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6179,NMTHWBCA,"NM Thyroid Whole Body Tumor","NM Thyroid Whole Body Tumor",NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION, , , , ,THYROID GLAND, , ,MALIGNANT NEOPLASM, , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|0|0|0|0|RID7578|0|0|RID36042|0|0|0|0|0|0|0|0|0|
RPID6180,NMTULCWB,"NM Tumor Loc Whole Body","NM Tumor Localization Whole Body",NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION, , , , , , , ,TUMOR, , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|0|0|0|0|0|0|0|RID3957|0|0|0|0|0|0|0|0|0|
RPID6181,NMTULCL,"NM Tumor Loc Ltd","NM Tumor Localization Limited",NM,RADIOLOGY ORDERABLE, , , , , , ,LOCALIZATION,LIMITED, , , , , , ,TUMOR, , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID28708|RID5684|0|0|0|0|0|0|RID3957|0|0|0|0|0|0|0|0|0|
RPID6182,NMTULCSP,"NM Tumor Loc SPECT","NM Tumor Localization SPECT",NM,RADIOLOGY ORDERABLE, , , , , , ,LOCALIZATION, , , , , , , ,TUMOR, , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID28708|0|0|0|0|0|0|0|RID3957|0|0|RID10334|0|0|0|0|0|0|
RPID6183,NMHRSP,"NM Heart SPECT Single","NM Heart SPECT Single",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,SINGLE, , , , ,HEART, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID5762|0|0|0|0|RID1385|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID6184,NMTHRX,"NM Thyroid Rx Oral","NM Thyroid Therapy with Oral Administration",NM,RADIOLOGY ORDERABLE, ,NECK, , , , ,TREATMENT, , , , ,THYROID GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|RID8|0|0|0|0|RID7578|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6185,NMHDFL,"NM Brain Flow Only Brain Death","NM Brain Flow Only Brain Death",NM,RADIOLOGY ORDERABLE, ,HEAD, , , , ,VASCULAR FLOW, , , , ,BRAIN, , ,BRAIN DEATH, , , , , , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|RID45644|0|0|0|0|RID6434|0|0|RID34681|0|0|0|0|0|0|0|0|0|
RPID6186,NMVSFL,"NM Vessels Flow","NM Vessels Flow",NM,RADIOLOGY ORDERABLE, , , , , , ,VASCULAR FLOW, , , , ,VESSELS, , , , , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID45644|0|0|0|0|RID39545|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6187,NMKDFF,"NM Kidney Flow/Fn","NM Kidney Flow/Function",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , ,FLOW,FUNCTION, , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|RID13035|RID28812|0|0|0|0|0|0|0|0|
RPID6188,NMBOFL,"NM Bone w Flow","NM Bone With Flow",NM,RADIOLOGY ORDERABLE, ,BONE, , , , , , , , , , , , ,FLOW, , , , , , , , , , ,RID10330|RID13060|0|RID13197|0|0|0|0|0|0|0|0|0|0|0|0|RID13035|0|0|0|0|0|0|0|0|0|
RPID6189,NMSTEMLQ,"NM Gastric Empty Liquid","NM Gastric Emptying Liquid",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , ,LIQUID, , , ,STOMACH, , ,FUNCTION, , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|RID45646|0|0|0|RID114|0|0|RID28812|0|0|0|0|0|0|0|0|0|
RPID6190,NMKDGFR,"NM Kidney GFR","NM Kidney GFR",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , ,GFR, , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|RID45776|0|0|0|0|0|0|0|0|0|
RPID6191,NMLIHMSP,"NM Liver Hemang SPECT","NM Liver Hemangioma SPECT",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER,SPLEEN, ,HEMANGIOMA, , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|RID86|0|RID3969|0|0|RID10334|0|0|0|0|0|0|
RPID6192,NMWBMU,"NM Inflam Whole Body","NM Inflammation Whole Body",NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , ,INFLAMMATION, , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|RID3382|0|0|0|0|0|0|0|0|0|
RPID6193,NMSHPA,"NM Shunt Patency","NM Shunt Patency",NM,RADIOLOGY ORDERABLE, ,HEAD,NECK,CHEST, , , , , , , ,BRAIN, , ,SHUNT PATENCY, , , , , , , , , , ,RID10330|RID13060|0|RID9080|RID7488|RID1243|0|0|0|0|0|0|0|RID6434|0|0|RID45642|0|0|0|0|0|0|0|0|0|
RPID6194,NMPTSP,"NM Parathyroid SPECT","NM Parathyroid SPECT",NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,PARATHYROID GLAND, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7587|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID6195,XAABAO,"XA Abd Aorta","XA Abdominal Aorta",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,ARTERIOGRAPHY, , , , ,AORTA, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID34434|0|0|0|0|RID480|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6196,XACHAO,"XA Chest Aorta","XA Chest Aorta",XA,RADIOLOGY ORDERABLE, ,CHEST, , , , ,ARTERIOGRAPHY, , , , ,AORTA, , , , , , , , , , , , , ,RID49584|RID13060|0|RID1243|0|0|0|0|RID34434|0|0|0|0|RID480|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6197,XAPLVSA,"XA Pelvic Arteries","XA Pelvic Arteries",XA,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,ARTERIOGRAPHY, , ,SELECTIVE, ,ARTERIES, , , , , , , , , , , , , ,RID49584|RID13060|0|RID2507|0|0|0|0|RID34434|0|0|RID46076|0|RID28585|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6198,XACAB,"XA Carotid Artery Bilat","XA Carotid Artery Bilateral",XA,RADIOLOGY ORDERABLE, ,NECK, , , , ,ARTERIOGRAPHY, , , , ,CAROTID ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID7488|0|0|0|0|RID34434|0|0|0|0|RID38751|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6199,XACAT,"XA Carotid Artery Unilat","XA Carotid Artery Unilateral",XA,RADIOLOGY ORDERABLE, ,NECK, , , , ,ARTERIOGRAPHY, , , , ,CAROTID ARTERIES, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID7488|0|0|0|0|RID34434|0|0|0|0|RID38751|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6200,XAHDNKB,"XA Cervicocerebral Arteries Bilat","XA Cervicocerebral Arteries Bilateral",XA,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,ARTERIOGRAPHY, , , , ,CEREBRAL ARTERIES,CERVICAL ARTERIES,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID9080|RID7488|0|0|0|RID34434|0|0|0|0|RID49534|RID49539|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6201,XAHDNKT,"XA Cervicocerebral Arteries Unilat","XA Cervicocerebral Arteries Unilateral",XA,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,ARTERIOGRAPHY, , , , ,CEREBRAL ARTERIES,CERVICAL ARTERIES,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID9080|RID7488|0|0|0|RID34434|0|0|0|0|RID49534|RID49539|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6202,XAHDB,"XA Cerebral Artery Bilat","XA Cerebral Artery Bilateral",XA,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ARTERIOGRAPHY, , , , ,CEREBRAL ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID9080|0|0|0|0|RID34434|0|0|0|0|RID49534|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6203,XAHDT,"XA Cerebral Artery Unilat","XA Cerebral Artery Unilateral",XA,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ARTERIOGRAPHY, , , , ,CEREBRAL ARTERIES, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID9080|0|0|0|0|RID34434|0|0|0|0|RID49534|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6204,XAHDVSI,"XA Cerebral Sinus","XA Cerebral Sinus",XA,RADIOLOGY ORDERABLE, ,HEAD, , , , ,VENOGRAPHY, , , , ,CEREBRAL SINUSES, , , , , , , , , , , , , ,RID49584|RID13060|0|RID9080|0|0|0|0|RID10379|0|0|0|0|RID49535|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6205,XALVVS,"XA Hepatic Veins","XA Hepatic Veins",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY, , , , ,HEPATIC VEIN, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|0|0|0|0|RID1179|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6206,XALVVSHD,"XA Hepatic Veins Hemodynamic Eval","XA Hepatic Veins with Hemodynamic Evaluation",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY,HEMODYNAMIC EVALUATION, , , ,HEPATIC VEIN, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|RID49657|0|0|0|RID1179|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6207,XAIVC,"XA Inferior Vena Cava","XA Inferior Vena Cava",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY, , , , ,INFERIOR VENA CAVA, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|0|0|0|0|RID1178|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6208,XALSIC,"XA L-Spine Intercostal Artery","XA Lumbar Spine Intercostal Artery",XA,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,ARTERIOGRAPHY, , , , ,INTERCOSTAL ARTERIES, , , , , , , , , , , , , ,RID49584|RID13060|0|RID34573|0|0|0|0|RID34434|0|0|0|0|RID49536|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6209,XAIM,"XA Internal Mammary Artery","XA Internal Mammary Artery",XA,RADIOLOGY ORDERABLE, ,BREAST, , , , ,ARTERIOGRAPHY, , , , ,INTERNAL MAMMARY ARTERY, , , , , , , , , , , , , ,RID49584|RID13060|0|RID28749|0|0|0|0|RID34434|0|0|0|0|RID823|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6210,XAABLNB,"XA Abd Lymphangio Bilat","XA Abdomen Lymphangiogram Bilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,LYMPHANGIOGRAPHY, , , , ,LYMPH VESSELS, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID49730|0|0|0|0|RID49640|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6211,XAABLNT,"XA Abd Lymphangio Unilat","XA Abdomen Lymphangiogram Unilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,LYMPHANGIOGRAPHY, , , , ,LYMPH VESSELS, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID49730|0|0|0|0|RID49640|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6212,XAEXLNB,"XA Extrem Lymphangio Bilat","XA Extremity Lymphangiogram Bilateral",XA,RADIOLOGY ORDERABLE, ,EXTREMITY, , , , ,LYMPHANGIOGRAPHY, , , , ,LYMPH VESSELS, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID13202|0|0|0|0|RID49730|0|0|0|0|RID49640|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6213,XAFTLNB,"XA Lymphangio Pedal Bilat","XA Lymphangiogram Pedal Bilateral",XA,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,LYMPHANGIOGRAPHY, , , , ,LYMPH VESSELS,FOOT,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID2638|0|0|0|0|RID49730|0|0|0|0|RID49640|RID28829|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6214,XAFTLNT,"XA Lymphangio Pedal Unilat","XA Lymphangiogram Pedal Unilateral",XA,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,LYMPHANGIOGRAPHY, , , , ,LYMPH VESSELS,FOOT,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID2638|0|0|0|0|RID49730|0|0|0|0|RID49640|RID28829|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6215,XALNTDC,"XA Lymphangio Cann Thoracic Duct","XA Lymphangiogram Cannulation Thoracic Duct",XA,RADIOLOGY ORDERABLE, , , , , , ,LYMPHANGIOGRAPHY, , , , ,THORACIC DUCT, , , , , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID49730|0|0|0|0|RID7694|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6216,XAVSPO,"XA Portal Veins","XA Portal Veins",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY,HEMODYNAMIC EVALUATION, , , ,PORTAL VEIN, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|RID49657|0|0|0|RID1208|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6217,XAVSPOWP,"XA Portal Veins Pressures","XA Portal Veins with Pressures",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY, , , , ,PORTAL VEIN, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|0|0|0|0|RID1208|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6218,XAPAB,"XA Pulmonary Arteries Bilat","XA Pulmonary Arteries Bilateral",XA,RADIOLOGY ORDERABLE, ,CHEST, , , , ,ARTERIOGRAPHY, , , , ,PULMONARY ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID1243|0|0|0|0|RID34434|0|0|0|0|RID28586|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6219,XAPAT,"XA Pulmonary Arteries Unilat","XA Pulmonary Arteries Unilateral",XA,RADIOLOGY ORDERABLE, ,CHEST, , , , ,ARTERIOGRAPHY, , , , ,PULMONARY ARTERIES, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID1243|0|0|0|0|RID34434|0|0|0|0|RID28586|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6220,XAKDVSAB,"XA Renal Arteries Bilat","XA Renal Arteries Bilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,ARTERIOGRAPHY, , , , ,RENAL ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID34434|0|0|0|0|RID49729|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6221,XAKDVSAT,"XA Renal Arteries Unilat","XA Renal Arteries Unilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,ARTERIOGRAPHY, , , , ,RENAL ARTERIES, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID34434|0|0|0|0|RID49729|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6222,XAKDVSB,"XA Renal Veins Bilat","XA Renal Veins Bilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY, , , , ,RENAL VEIN, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|0|0|0|0|RID1184|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6223,XAKDVST,"XA Renal Veins Unilat","XA Renal Veins Unilateral",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VENOGRAPHY, , , , ,RENAL VEIN, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID10379|0|0|0|0|RID1184|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6224,XASL,"XA Sialogram Duct","XA Sialogram with Duct",XA,RADIOLOGY ORDERABLE, , , , , , ,SIALOGRAPHY, , , , ,SALIVARY GLAND, , , , , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID48088|0|0|0|0|RID13421|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6225,XASNPO,"XA Splenoportogram","XA Splenoportogram",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,SPLENOPORTOGRAPHY, , , , ,SPLENIC VEIN,PORTAL VEIN, , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID49565|0|0|0|0|RID1209|RID1208|0|0|0|0|0|0|0|0|0|0|0|
RPID6226,XASVC,"XA Superior Vena Cava","XA Superior Vena Cava",XA,RADIOLOGY ORDERABLE, ,CHEST, , , , ,VENOGRAPHY, , , , ,SUPERIOR VENA CAVA, , , , , , , , , , , , , ,RID49584|RID13060|0|RID1243|0|0|0|0|RID10379|0|0|0|0|RID1010|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6227,XAURAN,"XA Perc Antegrade Pyelogram","XA Percutanaous Antegrade Pyelogram",XA,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,PYELOGRAPHY, , , , ,URINARY TRACT, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|RID2507|0|0|0|RID43570|0|0|0|0|RID204|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6228,XAVSB,"XA Extremity Veins Bilat","XA Extremity Veins Bilateral",XA,RADIOLOGY ORDERABLE, ,EXTREMITY, , , , ,VENOGRAPHY, , , , ,VEINS, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID13202|0|0|0|0|RID10379|0|0|0|0|RID28587|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6229,XAVST,"XA Extremity Veins Unilat","XA Extremity Veins Unilateral",XA,RADIOLOGY ORDERABLE, ,EXTREMITY, , , , ,VENOGRAPHY, , , , ,VEINS, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID13202|0|0|0|0|RID10379|0|0|0|0|RID28587|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6230,XAVAB,"XA Vertebral Arteries Bilat","XA Vertebral Arteries Bilateral",XA,RADIOLOGY ORDERABLE, ,NECK, , , , ,ARTERIOGRAPHY, , , , ,VERTEBRAL ARTERY, ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID7488|0|0|0|0|RID34434|0|0|0|0|RID774|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6231,XAVAT,"XA Vertebral Arteries Unilat","XA Vertebral Arteries Unilateral",XA,RADIOLOGY ORDERABLE, ,NECK, , , , ,ARTERIOGRAPHY, , , , ,VERTEBRAL ARTERY, ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID7488|0|0|0|0|RID34434|0|0|0|0|RID774|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6232,XAVI,"XA Visceral Arteries","XA Visceral Arteries",XA,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,ARTERIOGRAPHY, , , , ,VISCERAL ARTERIES, , , , , , , , , , , , , ,RID49584|RID13060|0|RID56|0|0|0|0|RID34434|0|0|0|0|RID49542|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6234,XADIFIAD,"XA Dialysis Fistula Add Punc","XA Dialysis Fistulagram Additional Puncture",XA,RADIOLOGY ORDERABLE, , , , , , ,FISTULOGRAPHY, , ,ADDITIONAL PUNCTURE, , , , , , , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID45714|0|0|RID49782|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6235,XAUEFI,"XA AV Fistula Retrograde","XA Arteriovenous Fistula Retrograde",XA,RADIOLOGY ORDERABLE, , , , , , ,FISTULOGRAPHY, , ,RETROGRADE, , , , , , , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID45714|0|0|RID13046|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6236,XACSDI,"XA C-Spine Discogram","XA Cervical Spine Discogram",XA,RADIOLOGY ORDERABLE, ,CERVICAL SPINE, , , , ,DISCOGRAPHY, , , , , , , , , , , , , , , , , , ,RID49584|RID13060|0|RID34571|0|0|0|0|RID35767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6238,XADIFI,"XA Dialysis Fistula","XA Dialysis Fistulagram",XA,RADIOLOGY ORDERABLE, , , , , , ,FISTULOGRAPHY, , , , , , , ,DIALYSIS SHUNT, , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID45714|0|0|0|0|0|0|0|RID49617|0|0|0|0|0|0|0|0|0|
RPID6239,XAEXVSAB,"XA Extrem Arteries Bilat","XA Extremity Arteries Bilateral",XA,RADIOLOGY ORDERABLE, ,EXTREMITY, , , , ,ARTERIOGRAPHY, , , , , , ,BILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID13202|0|0|0|0|RID34434|0|0|0|0|0|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID6240,XAEXVSAT,"XA Extrem Arteries Unilat","XA Extremity Arteries Unilateral",XA,RADIOLOGY ORDERABLE, ,EXTREMITY, , , , ,ARTERIOGRAPHY, , , , , , ,UNILATERAL, , , , , , , , , , , ,RID49584|RID13060|0|RID13202|0|0|0|0|RID34434|0|0|0|0|0|0|RID38593|0|0|0|0|0|0|0|0|0|0|
RPID6243,XALSDI,"XA L-Spine Discogram","XA Lumbar Spine Discogram",XA,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,DISCOGRAPHY, , , , , , , , , , , , , , , , , , ,RID49584|RID13060|0|RID34573|0|0|0|0|RID35767|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6244,XASI,"XA Sinogram","XA Sinogram",XA,RADIOLOGY ORDERABLE, , , , , , ,FISTULOGRAPHY, , , , , , , , , , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID45714|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6245,XASID,"XA Sinogram Diag","XA Sinogram Diagnostic",XA,RADIOLOGY ORDERABLE, , , , , , ,FISTULOGRAPHY, , , , , , , ,DIAGNOSTIC, , , , , , , , , , ,RID49584|RID13060|0|0|0|0|0|0|RID45714|0|0|0|0|0|0|0|RID39446|0|0|0|0|0|0|0|0|0|
RPID6248,MGBRBXSTADGL,"MG Breast Bx Stereo Add Area Guide Left","Mammo Breast Biopsy with Stereotactic Additional Area Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , ,ADDITIONAL AREA SAME BODY REGION, , , ,LEFT,STEREOTACTIC BIOPSY, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|RID39556|0|0|0|RID5824|RID45699|0|0|0|0|0|0|0|0|0|
